Order,timestamp,latitudeE7,longitudeE7
42,2023-09-21T19:03:58.452Z,372334777,-804216775
43,2023-09-21T19:04:18.521Z,372334687,-804216849
44,2023-09-21T19:04:38.592Z,372334679,-804216788
45,2023-09-21T19:04:58.560Z,372334790,-804216753
46,2023-09-21T19:05:18.682Z,372334628,-804216765
47,2023-09-21T19:05:38.599Z,372334739,-804216850
48,2023-09-21T19:05:58.567Z,372334714,-804216814
49,2023-09-21T19:06:18.637Z,372334784,-804216804
50,2023-09-21T19:06:38.606Z,372334608,-804216685
51,2023-09-21T19:06:58.640Z,372334724,-804216906
52,2023-09-21T19:07:18.732Z,372334583,-804216934
53,2023-09-21T19:07:38.699Z,372334703,-804217051
54,2023-09-21T19:07:58.666Z,372334637,-804216942
55,2023-09-21T19:08:18.720Z,372334691,-804217032
56,2023-09-21T19:08:48.990Z,372334582,-804216968
57,2023-09-21T19:09:17.169Z,372334769,-804216973
58,2023-09-21T19:09:44.568Z,372332939,-804215330
59,2023-09-21T19:10:19.073Z,372333512,-804215142
60,2023-09-21T19:10:39.042Z,372333334,-804215574
61,2023-09-21T19:10:58.872Z,372333405,-804215574
62,2023-09-21T19:11:18.944Z,372333484,-804215534
63,2023-09-21T19:11:36.509Z,372333398,-804215448
64,2023-09-21T19:11:59.085Z,372333498,-804215445
65,2023-09-21T19:12:19.259Z,372333459,-804215562
66,2023-09-21T19:12:39.226Z,372333428,-804215584
67,2023-09-21T19:12:59.297Z,372333419,-804215574
68,2023-09-21T19:13:19.265Z,372333472,-804215559
69,2023-09-21T19:13:39.336Z,372333499,-804215631
70,2023-09-21T19:13:59.407Z,372333419,-804215478
71,2023-09-21T19:14:19.386Z,372333291,-804215522
72,2023-09-21T19:14:38.300Z,372333289,-804215621
73,2023-09-21T19:15:05.892Z,372334041,-804215013
74,2023-09-21T19:15:33.720Z,372335750,-804216114
75,2023-09-21T19:15:49.298Z,372335728,-804216120
76,2023-09-21T19:16:16.803Z,372336175,-804215487
77,2023-09-21T19:16:44.533Z,372332922,-804215234
78,2023-09-21T19:17:13.320Z,372329326,-804216642
79,2023-09-21T19:17:28.909Z,372328468,-804215091
80,2023-09-21T19:17:56.334Z,372328059,-804209737
81,2023-09-21T19:18:24.269Z,372328106,-804203668
82,2023-09-21T19:18:51.911Z,372324727,-804201895
83,2023-09-21T19:19:20.197Z,372323193,-804203315
84,2023-09-21T19:19:37.870Z,372321716,-804206292
85,2023-09-21T19:20:05.454Z,372318539,-804207060
86,2023-09-21T19:20:34.616Z,372316037,-804212180
87,2023-09-21T19:21:02.837Z,372312727,-804215792
88,2023-09-21T19:21:54.013Z,372313087,-804216105
89,2023-09-21T19:22:56.607Z,372313087,-804216105
90,2023-09-21T19:23:15.926Z,372300808,-804206121
91,2023-09-21T19:23:41.034Z,372298830,-804204787
92,2023-09-21T19:25:43.024Z,372298581,-804205874
93,2023-09-21T19:27:44.057Z,372298631,-804206033
94,2023-09-21T19:29:44.741Z,372298758,-804206129
95,2023-09-21T19:36:49.728Z,372298373,-804205845
96,2023-09-21T19:37:53.724Z,372277275,-804182208
97,2023-09-21T19:39:55.086Z,372298517,-804206065
98,2023-09-21T19:41:55.785Z,372298558,-804206040
99,2023-09-21T19:44:31.750Z,372298628,-804206057
100,2023-09-21T19:53:09.817Z,372298502,-804205971
101,2023-09-21T19:58:09.830Z,372298502,-804205971
102,2023-09-21T20:20:24.374Z,372298502,-804205971
103,2023-09-21T20:47:09.527Z,372298481,-804205963
104,2023-09-21T20:49:54.941Z,372277275,-804182208
105,2023-09-21T20:50:27.951Z,372300986,-804205215
106,2023-09-21T20:51:15.298Z,372304481,-804206685
107,2023-09-21T20:51:42.971Z,372306776,-804204696
108,2023-09-21T20:52:10.453Z,372308945,-804203544
109,2023-09-21T20:52:38.480Z,372311642,-804203549
110,2023-09-21T20:53:05.721Z,372314527,-804204041
111,2023-09-21T20:53:32.971Z,372317235,-804203954
112,2023-09-21T20:54:01.062Z,372318876,-804201792
113,2023-09-21T20:54:16.092Z,372320731,-804203052
114,2023-09-21T20:54:44.154Z,372323938,-804202296
115,2023-09-21T20:55:12.274Z,372326744,-804203414
116,2023-09-21T20:55:40.279Z,372327425,-804207048
117,2023-09-21T20:56:08.929Z,372327962,-804211160
118,2023-09-21T20:56:36.286Z,372329369,-804213871
119,2023-09-21T20:57:04.702Z,372331613,-804215111
120,2023-09-21T20:57:32.295Z,372335172,-804214378
121,2023-09-21T20:57:59.810Z,372335785,-804216349
122,2023-09-21T20:58:18.675Z,372335711,-804215839
123,2023-09-21T20:58:49.281Z,372334577,-804216864
124,2023-09-21T20:59:16.836Z,372334262,-804216427
125,2023-09-21T20:59:39.282Z,372333367,-804215360
126,2023-09-21T20:59:59.243Z,372333555,-804215580
127,2023-09-21T21:00:19.389Z,372333056,-804215623
128,2023-09-21T21:00:35.160Z,372333188,-804215572
129,2023-09-21T21:01:08.234Z,372333018,-804215607
130,2023-09-21T21:01:28.204Z,372333070,-804215575
131,2023-09-21T21:01:48.172Z,372333027,-804215617
132,2023-09-21T21:02:08.242Z,372333072,-804215604
133,2023-09-21T21:02:28.313Z,372333094,-804215647
134,2023-09-21T21:02:51.148Z,372333041,-804215614
135,2023-09-21T21:03:11.117Z,372333076,-804215628
136,2023-09-21T21:03:32.209Z,372333106,-804215671
137,2023-09-21T21:03:52.179Z,372333064,-804215637
138,2023-09-21T21:04:08.219Z,372333060,-804215618
139,2023-09-21T21:04:25.150Z,372333087,-804215633
140,2023-09-21T21:04:45.119Z,372333069,-804215643
141,2023-09-21T21:05:05.190Z,372333065,-804215637
142,2023-09-21T21:05:21.065Z,372332998,-804215611
143,2023-09-21T21:05:36.115Z,372333040,-804215602
144,2023-09-21T21:05:59.052Z,372333191,-804215580
145,2023-09-21T21:06:35.200Z,372333091,-804215630
146,2023-09-21T21:06:55.168Z,372332968,-804215581
147,2023-09-21T21:07:16.160Z,372333096,-804215635
148,2023-09-21T21:07:39.200Z,372333063,-804215559
149,2023-09-21T21:07:59.274Z,372333139,-804215626
150,2023-09-21T21:08:19.135Z,372333091,-804215548
151,2023-09-21T21:08:39.206Z,372333108,-804215524
152,2023-09-21T21:08:59.176Z,372333051,-804215784
153,2023-09-21T21:09:19.244Z,372332992,-804215613
154,2023-09-21T21:09:39.384Z,372332982,-804215828
155,2023-09-21T21:09:59.284Z,372333015,-804215591
156,2023-09-21T21:10:19.352Z,372333104,-804215586
157,2023-09-21T21:10:39.323Z,372333099,-804215611
158,2023-09-21T21:10:59.393Z,372333059,-804215754
159,2023-09-21T21:11:19.362Z,372333123,-804215608
160,2023-09-21T21:11:39.432Z,372333073,-804215663
161,2023-09-21T21:11:59.467Z,372333181,-804215564
162,2023-09-21T21:12:19.468Z,372333408,-804215450
163,2023-09-21T21:12:39.748Z,372333027,-804215662
164,2023-09-21T21:12:59.407Z,372333227,-804215586
165,2023-09-21T21:13:19.478Z,372333233,-804215621
166,2023-09-21T21:13:39.547Z,372333142,-804215526
167,2023-09-21T21:13:59.631Z,372333055,-804215636
168,2023-09-21T21:14:19.586Z,372333121,-804215520
169,2023-09-21T21:14:39.658Z,372333166,-804215578
170,2023-09-21T21:14:59.624Z,372333131,-804215569
171,2023-09-21T21:15:19.796Z,372333157,-804215598
172,2023-09-21T21:15:39.667Z,372333164,-804215500
173,2023-09-21T21:15:59.734Z,372333130,-804215586
174,2023-09-21T21:16:19.804Z,372333163,-804215545
175,2023-09-21T21:16:39.668Z,372333100,-804215591
176,2023-09-21T21:16:59.744Z,372333165,-804215576
177,2023-09-21T21:17:19.708Z,372333089,-804215585
178,2023-09-21T21:17:39.778Z,372333084,-804215580
179,2023-09-21T21:17:59.849Z,372333106,-804215529
180,2023-09-21T21:18:19.815Z,372333133,-804215549
181,2023-09-21T21:18:39.892Z,372333151,-804215543
182,2023-09-21T21:18:59.860Z,372333165,-804215531
183,2023-09-21T21:19:19.925Z,372333073,-804215552
184,2023-09-21T21:19:39.893Z,372333275,-804215552
185,2023-09-21T21:19:59.863Z,372333434,-804215589
186,2023-09-21T21:20:19.932Z,372333277,-804215515
187,2023-09-21T21:20:39.900Z,372333236,-804215555
188,2023-09-21T21:21:00.035Z,372333294,-804215574
189,2023-09-21T21:21:20.039Z,372333286,-804215583
190,2023-09-21T21:21:40.010Z,372333299,-804215597
191,2023-09-21T21:22:00.078Z,372333038,-804215625
192,2023-09-21T21:22:20.151Z,372333229,-804215520
193,2023-09-21T21:22:40.118Z,372333211,-804215594
194,2023-09-21T21:23:00.189Z,372333136,-804215590
195,2023-09-21T21:23:20.055Z,372333175,-804215581
196,2023-09-21T21:23:40.228Z,372333261,-804215570
197,2023-09-21T21:24:00.297Z,372333238,-804215578
198,2023-09-21T21:24:20.367Z,372333238,-804215539
199,2023-09-21T21:24:40.337Z,372333105,-804215612
200,2023-09-21T21:25:00.202Z,372333350,-804215520
201,2023-09-21T21:25:20.272Z,372333274,-804215544
202,2023-09-21T21:25:40.241Z,372333234,-804215600
203,2023-09-21T21:26:00.208Z,372333016,-804215733
204,2023-09-21T21:26:20.277Z,372333300,-804215566
205,2023-09-21T21:26:40.245Z,372333234,-804215589
206,2023-09-21T21:27:00.316Z,372333265,-804215581
207,2023-09-21T21:27:20.285Z,372333209,-804215577
208,2023-09-21T21:27:40.423Z,372333253,-804215586
209,2023-09-21T21:28:00.425Z,372333264,-804215576
210,2023-09-21T21:28:17.555Z,372333168,-804215550
211,2023-09-21T21:28:40.464Z,372333125,-804215580
212,2023-09-21T21:29:00.433Z,372333091,-804215571
213,2023-09-21T21:29:20.401Z,372333213,-804215494
214,2023-09-21T21:29:40.471Z,372333200,-804215562
215,2023-09-21T21:30:00.540Z,372333269,-804215590
216,2023-09-21T21:30:20.509Z,372333233,-804215578
217,2023-09-21T21:30:40.683Z,372333267,-804215569
218,2023-09-21T21:31:00.548Z,372333234,-804215600
219,2023-09-21T21:31:20.619Z,372333226,-804215550
220,2023-09-21T21:31:40.587Z,372333299,-804215569
221,2023-09-21T21:32:00.662Z,372333274,-804215534
222,2023-09-21T21:32:20.694Z,372333152,-804215549
223,2023-09-21T21:32:40.696Z,372333172,-804215574
224,2023-09-21T21:33:00.664Z,372333144,-804215518
225,2023-09-21T21:33:20.632Z,372333240,-804215556
226,2023-09-21T21:33:40.702Z,372333144,-804215567
227,2023-09-21T21:34:00.774Z,372333336,-804215530
228,2023-09-21T21:34:20.638Z,372333264,-804215554
229,2023-09-21T21:34:40.777Z,372333325,-804215609
230,2023-09-21T21:35:00.744Z,372333286,-804215591
231,2023-09-21T21:35:20.851Z,372333335,-804215541
232,2023-09-21T21:35:40.819Z,372333302,-804215505
233,2023-09-21T21:36:00.786Z,372333180,-804215489
234,2023-09-21T21:36:20.856Z,372333071,-804215575
235,2023-09-21T21:36:41.026Z,372333212,-804215561
236,2023-09-21T21:37:10.578Z,372333841,-804215048
237,2023-09-21T21:37:30.979Z,372334847,-804216960
238,2023-09-21T21:37:47.635Z,372334845,-804216658
239,2023-09-21T21:38:06.587Z,372334717,-804216925
240,2023-09-21T21:38:34.650Z,372334314,-804216781
241,2023-09-21T21:38:51.239Z,372334843,-804217035
242,2023-09-21T21:39:11.060Z,372335331,-804216901
243,2023-09-21T21:39:31.099Z,372336421,-804216313
244,2023-09-21T21:39:51.131Z,372336080,-804216343
245,2023-09-21T21:40:11.159Z,372337663,-804218037
246,2023-09-21T21:40:31.179Z,372340729,-804220463
247,2023-09-21T21:40:51.208Z,372340877,-804220484
248,2023-09-21T21:41:11.229Z,372345712,-804212046
249,2023-09-21T21:41:31.172Z,372350191,-804206702
250,2023-09-21T21:41:47.272Z,372345723,-804198128
251,2023-09-21T21:42:03.273Z,372351485,-804189313
252,2023-09-21T21:42:40.272Z,372334445,-804164946
253,2023-09-21T21:42:55.694Z,372326733,-804154325
254,2023-09-21T21:43:12.676Z,372316679,-804144142
255,2023-09-21T21:43:35.271Z,372327970,-804124867
256,2023-09-21T21:43:55.272Z,372338753,-804104836
257,2023-09-21T21:44:12.273Z,372340163,-804109223
258,2023-09-21T21:44:41.271Z,372341001,-804110555
259,2023-09-21T21:45:10.221Z,372342430,-804109727
260,2023-09-21T21:45:40.238Z,372342117,-804109258
261,2023-09-21T21:46:07.832Z,372342047,-804109351
262,2023-09-21T21:46:35.425Z,372341128,-804109295
263,2023-09-21T21:47:05.536Z,372340589,-804109133
264,2023-09-21T21:47:22.272Z,372339790,-804109398
265,2023-09-21T21:47:59.273Z,372318053,-804141677
266,2023-09-21T21:48:22.271Z,372328047,-804155081
267,2023-09-21T21:48:41.271Z,372337132,-804167211
268,2023-09-21T21:49:00.272Z,372333512,-804174114
269,2023-09-21T21:49:31.273Z,372333259,-804176409
270,2023-09-21T21:49:49.901Z,372332599,-804176195
271,2023-09-21T21:50:09.934Z,372332541,-804175332
272,2023-09-21T21:50:31.272Z,372333120,-804176070
273,2023-09-21T21:50:51.272Z,372333047,-804176322
274,2023-09-21T21:51:11.272Z,372332972,-804176372
275,2023-09-21T21:51:31.272Z,372332905,-804176409
276,2023-09-21T21:51:52.271Z,372332827,-804176438
277,2023-09-21T21:52:11.272Z,372332803,-804176445
278,2023-09-21T21:52:31.272Z,372332779,-804176439
279,2023-09-21T21:52:52.271Z,372332773,-804176448
280,2023-09-21T21:53:11.272Z,372332731,-804176440
281,2023-09-21T21:53:31.271Z,372332714,-804176441
282,2023-09-21T21:53:51.272Z,372332693,-804176445
283,2023-09-21T21:54:13.498Z,372332924,-804175775
284,2023-09-21T21:54:30.755Z,372333891,-804176350
285,2023-09-21T21:54:50.085Z,372341456,-804192843
286,2023-09-21T21:55:10.157Z,372350359,-804205112
287,2023-09-21T21:55:30.161Z,372349772,-804204397
288,2023-09-21T21:55:45.993Z,372353810,-804208083
289,2023-09-21T21:56:03.349Z,372347739,-804210564
290,2023-09-21T21:56:26.210Z,372346391,-804217028
291,2023-09-21T21:56:43.271Z,372346287,-804216561
292,2023-09-21T21:57:11.059Z,372346646,-804217112
293,2023-09-21T21:57:39.271Z,372345797,-804215546
294,2023-09-21T21:58:02.141Z,372347615,-804217468
295,2023-09-21T21:58:19.270Z,372347414,-804217281
296,2023-09-21T21:58:38.088Z,372347876,-804217339
297,2023-09-21T21:59:00.114Z,372347472,-804217201
298,2023-09-21T21:59:18.271Z,372347689,-804217308
299,2023-09-21T21:59:50.248Z,372348042,-804217478
300,2023-09-21T22:00:10.258Z,372347818,-804217377
301,2023-09-21T22:00:45.074Z,372347725,-804217366
302,2023-09-21T22:01:01.271Z,372347846,-804217397
303,2023-09-21T22:01:17.945Z,372347937,-804217461
304,2023-09-21T22:01:36.075Z,372347846,-804217436
305,2023-09-21T22:01:51.271Z,372347862,-804217411
306,2023-09-21T22:02:24.271Z,372347804,-804217381
307,2023-09-21T22:02:54.219Z,372346350,-804217298
308,2023-09-21T22:03:13.272Z,372347529,-804217479
309,2023-09-21T22:03:45.423Z,372342676,-804223170
310,2023-09-21T22:04:05.453Z,372342213,-804223068
311,2023-09-21T22:04:25.510Z,372339831,-804232926
312,2023-09-21T22:04:41.272Z,372333808,-804247764
313,2023-09-21T22:05:13.528Z,372346444,-804217629
314,2023-09-21T22:05:29.272Z,372343878,-804214521
315,2023-09-21T22:06:42.271Z,372369150,-804210064
316,2023-09-21T22:07:10.272Z,372369550,-804209751
317,2023-09-21T22:07:52.271Z,372388980,-804200776
318,2023-09-21T22:08:20.270Z,372393788,-804198129
319,2023-09-21T22:08:48.271Z,372417695,-804181046
320,2023-09-21T22:09:33.433Z,372455625,-804151644
321,2023-09-21T22:10:39.649Z,372455625,-804151644
322,2023-09-21T22:10:55.271Z,372427376,-804097070
323,2023-09-21T22:11:16.271Z,372402097,-804077823
324,2023-09-21T22:12:04.140Z,372398230,-804068316
325,2023-09-21T22:12:32.038Z,372398185,-804068244
326,2023-09-21T22:12:49.016Z,372398200,-804068304
327,2023-09-21T22:13:49.594Z,372398377,-804068894
328,2023-09-21T22:15:10.910Z,372398433,-804068840
329,2023-09-21T22:17:12.869Z,372398375,-804068951
330,2023-09-21T22:19:14.902Z,372398418,-804068842
331,2023-09-21T22:38:17.325Z,372398372,-804068869
332,2023-09-21T22:40:53.273Z,372398202,-804070293
333,2023-09-21T22:42:55.555Z,372398505,-804068969
334,2023-09-21T22:44:37.229Z,372398458,-804068889
335,2023-09-21T22:46:38.862Z,372398431,-804068814
336,2023-09-21T22:47:46.698Z,372398453,-804068850
337,2023-09-21T22:49:46.769Z,372398393,-804068944
338,2023-09-21T22:51:46.755Z,372398444,-804068831
339,2023-09-21T22:53:47.821Z,372398435,-804068936
340,2023-09-21T22:55:47.899Z,372398379,-804069006
341,2023-09-21T22:56:09.022Z,372397965,-804069323
342,2023-09-21T22:56:38.251Z,372398415,-804068887
343,2023-09-21T23:00:20.798Z,372397219,-804068542
344,2023-09-21T23:00:53.402Z,372397816,-804068153
345,2023-09-21T23:04:02.027Z,372398512,-804068953
346,2023-09-21T23:05:08.690Z,372398502,-804068908
347,2023-09-21T23:32:21.903Z,372398407,-804068670
348,2023-09-21T23:32:42.845Z,372398453,-804068882
349,2023-09-21T23:34:43.792Z,372398446,-804068862
350,2023-09-21T23:36:43.907Z,372398452,-804068878
351,2023-09-21T23:38:09.772Z,372398349,-804068733
352,2023-09-21T23:40:19.692Z,372398428,-804068918
353,2023-09-21T23:41:30.352Z,372398422,-804068933
354,2023-09-21T23:43:30.377Z,372398452,-804068903
355,2023-09-21T23:46:44.180Z,372398266,-804068409
356,2023-09-21T23:47:56.350Z,372398328,-804068519
357,2023-09-21T23:48:25.300Z,372398429,-804068887
358,2023-09-21T23:49:50.267Z,372398426,-804068804
359,2023-09-21T23:51:01.870Z,372398369,-804068707
360,2023-09-21T23:52:21.427Z,372395816,-804068315
361,2023-09-21T23:52:45.435Z,372398205,-804068413
362,2023-09-21T23:53:25.755Z,372398371,-804068730
363,2023-09-21T23:55:23.405Z,372398445,-804068853
364,2023-09-21T23:57:24.820Z,372398388,-804068797
365,2023-09-21T23:59:25.822Z,372398448,-804068868
366,2023-09-22T00:02:28.886Z,372398444,-804068864
367,2023-09-22T00:05:33.540Z,372398469,-804068926
368,2023-09-22T00:07:33.119Z,372398446,-804068964
369,2023-09-22T00:12:37.186Z,372398412,-804068948
370,2023-09-22T00:15:14.552Z,372398412,-804068948
371,2023-09-22T00:19:07.010Z,372398463,-804068961
372,2023-09-22T00:29:34.106Z,372398444,-804068934
373,2023-09-22T00:50:01.872Z,372398406,-804069042
374,2023-09-22T01:00:05.946Z,372398446,-804068919
375,2023-09-22T01:29:21.007Z,372398446,-804068919
376,2023-09-22T01:44:00.945Z,372398446,-804068919
377,2023-09-22T01:52:04.228Z,372398446,-804068919
378,2023-09-22T02:35:09.556Z,372398446,-804068919
379,2023-09-22T02:46:20.034Z,372398446,-804068919
380,2023-09-22T02:58:34.222Z,372398446,-804068919
381,2023-09-22T03:21:12.167Z,372398446,-804068919
382,2023-09-22T03:34:17.105Z,372398446,-804068919
383,2023-09-22T03:40:20.201Z,372398446,-804068919
384,2023-09-22T04:33:19.901Z,372398446,-804068919
385,2023-09-22T04:34:20.386Z,372398446,-804068919
386,2023-09-22T05:27:08.720Z,372398446,-804068919
387,2023-09-22T05:28:20.526Z,372398419,-804068918
388,2023-09-22T05:29:50.603Z,372398423,-804068896
389,2023-09-22T05:31:45.521Z,372398419,-804068895
390,2023-09-22T05:33:33.681Z,372398452,-804068909
391,2023-09-22T05:35:34.608Z,372398450,-804068918
392,2023-09-22T05:37:35.607Z,372398448,-804068947
393,2023-09-22T05:39:36.601Z,372398449,-804068946
394,2023-09-22T05:41:37.575Z,372398453,-804068906
395,2023-09-22T05:43:37.603Z,372398447,-804068948
396,2023-09-22T05:45:39.614Z,372398440,-804068941
397,2023-09-22T05:52:18.938Z,372398431,-804068990
398,2023-09-22T06:22:16.021Z,372398590,-804068855
399,2023-09-22T06:37:26.922Z,372398590,-804068855
400,2023-09-22T06:44:51.260Z,372398590,-804068855
401,2023-09-22T06:52:05.380Z,372398590,-804068855
402,2023-09-22T07:21:54.836Z,372398590,-804068855
403,2023-09-22T07:29:17.491Z,372398590,-804068855
404,2023-09-22T07:51:44.275Z,372398590,-804068855
405,2023-09-22T07:52:57.648Z,372398441,-804068948
406,2023-09-22T08:21:32.456Z,372398858,-804068780
407,2023-09-22T08:42:19.142Z,372398858,-804068780
408,2023-09-22T08:51:21.813Z,372398858,-804068780
409,2023-09-22T09:21:11.318Z,372398858,-804068780
410,2023-09-22T09:37:49.664Z,372398858,-804068780
411,2023-09-22T09:51:00.766Z,372398858,-804068780
412,2023-09-22T09:52:22.770Z,372398858,-804068780
413,2023-09-22T10:22:19.800Z,372398858,-804068780
414,2023-09-22T10:28:35.087Z,372398858,-804068780
415,2023-09-22T10:33:41.280Z,372398858,-804068780
416,2023-09-22T10:48:36.843Z,372399106,-804069617
417,2023-09-22T10:52:09.105Z,372399106,-804069617
418,2023-09-22T11:21:57.423Z,372399106,-804069617
419,2023-09-22T11:30:14.540Z,372399106,-804069617
420,2023-09-22T11:40:14.568Z,372399106,-804069617
421,2023-09-22T11:50:14.567Z,372399106,-804069617
422,2023-09-22T11:51:46.905Z,372399106,-804069617
423,2023-09-22T11:59:31.629Z,372399106,-804069617
424,2023-09-22T11:59:52.308Z,372398436,-804068923
425,2023-09-22T12:05:30.593Z,372398427,-804068919
426,2023-09-22T12:05:52.028Z,372398435,-804068926
427,2023-09-22T12:06:17.881Z,372398435,-804068926
428,2023-09-22T12:08:19.331Z,372398434,-804068932
429,2023-09-22T12:10:19.362Z,372398454,-804068863
430,2023-09-22T12:12:20.398Z,372398393,-804068870
431,2023-09-22T12:21:36.282Z,372398363,-804068889
432,2023-09-22T12:27:30.477Z,372398363,-804068889
433,2023-09-22T12:32:40.325Z,372398383,-804068913
434,2023-09-22T12:33:01.452Z,372398398,-804068807
435,2023-09-22T12:35:02.417Z,372398374,-804068824
436,2023-09-22T12:37:02.423Z,372398248,-804068393
437,2023-09-22T12:38:52.011Z,372393640,-804067411
438,2023-09-22T12:39:16.295Z,372396422,-804070433
439,2023-09-22T12:39:44.295Z,372398821,-804073086
440,2023-09-22T12:40:21.321Z,372401523,-804076191
441,2023-09-22T12:41:08.917Z,372404186,-804082618
442,2023-09-22T12:42:19.013Z,372404764,-804090551
443,2023-09-22T12:43:34.264Z,372405493,-804095640
444,2023-09-22T12:43:51.295Z,372405717,-804096760
445,2023-09-22T12:44:19.048Z,372405445,-804100572
446,2023-09-22T12:44:47.066Z,372403661,-804103849
447,2023-09-22T12:45:14.379Z,372401391,-804106936
448,2023-09-22T12:45:42.324Z,372400008,-804110932
449,2023-09-22T12:46:10.318Z,372398498,-804115313
450,2023-09-22T12:46:37.827Z,372397209,-804117689
451,2023-09-22T12:47:06.769Z,372395970,-804119401
452,2023-09-22T12:47:34.279Z,372394726,-804124691
453,2023-09-22T12:48:02.160Z,372392350,-804126225
454,2023-09-22T12:48:30.159Z,372389468,-804125016
455,2023-09-22T12:48:58.196Z,372387191,-804120744
456,2023-09-22T12:49:25.510Z,372383398,-804123115
457,2023-09-22T12:49:52.922Z,372384545,-804129649
458,2023-09-22T12:50:20.529Z,372384465,-804132447
459,2023-09-22T12:50:48.174Z,372383448,-804137097
460,2023-09-22T12:51:15.608Z,372383661,-804141974
461,2023-09-22T12:51:43.149Z,372384668,-804142685
462,2023-09-22T12:52:10.871Z,372377932,-804140278
463,2023-09-22T12:52:39.242Z,372372843,-804139997
464,2023-09-22T12:53:06.673Z,372373048,-804145465
465,2023-09-22T12:53:34.144Z,372373016,-804149513
466,2023-09-22T12:54:01.752Z,372372674,-804152351
467,2023-09-22T12:54:30.379Z,372372327,-804158736
468,2023-09-22T12:54:57.691Z,372371957,-804162657
469,2023-09-22T12:55:25.131Z,372372179,-804165101
470,2023-09-22T12:55:53.632Z,372372680,-804170710
471,2023-09-22T12:56:21.305Z,372369491,-804173095
472,2023-09-22T12:56:49.300Z,372366340,-804176114
473,2023-09-22T12:57:16.619Z,372363216,-804176763
474,2023-09-22T12:57:44.311Z,372361584,-804180533
475,2023-09-22T12:58:03.296Z,372360113,-804182161
476,2023-09-22T12:58:32.261Z,372356461,-804185295
477,2023-09-22T12:59:00.488Z,372353767,-804188395
478,2023-09-22T12:59:28.313Z,372351458,-804191109
479,2023-09-22T12:59:57.013Z,372348913,-804192572
480,2023-09-22T13:00:12.339Z,372348134,-804193546
481,2023-09-22T13:00:39.929Z,372346380,-804194896
482,2023-09-22T13:01:07.320Z,372344786,-804197408
483,2023-09-22T13:01:34.908Z,372342622,-804201390
484,2023-09-22T13:02:02.145Z,372341152,-804205372
485,2023-09-22T13:02:30.321Z,372340900,-804208928
486,2023-09-22T13:02:57.558Z,372339295,-804211676
487,2023-09-22T13:03:24.911Z,372336588,-804212668
488,2023-09-22T13:03:52.382Z,372336148,-804215133
489,2023-09-22T13:04:08.331Z,372335741,-804216167
490,2023-09-22T13:04:40.963Z,372335110,-804217196
491,2023-09-22T13:05:09.479Z,372334057,-804215957
492,2023-09-22T13:05:41.061Z,372333063,-804215463
493,2023-09-22T13:06:01.247Z,372333264,-804215629
494,2023-09-22T13:06:21.216Z,372333012,-804215554
495,2023-09-22T13:06:41.184Z,372333090,-804215562
496,2023-09-22T13:07:01.356Z,372333085,-804215573
497,2023-09-22T13:07:21.324Z,372333024,-804215560
